AcctAge,DDA,DDABal,CashBk,Checks,DirDep,NSF,NSFAmt,Phone,Teller,Sav,SavBal,ATM,ATMAmt,POS,POSAmt,CD,CDBal,IRA,IRABal,LOC,LOCBal,ILS,ILSBal,MM,MMBal,MMCred,MTG,MTGBal,CC,CCBal,CCPurc,SDB,Income,HMOwn,LORes,HMVal,Age,CRScore,Moved,InArea,Ins,Branch,Res,Dep,DepAmt,Inv,InvBal
4.8,1,1832.1,0,4,1,0,0,,0,1,28771.64,1,373.21,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,9,1,10.5,95,72,733,0,1,1,B15,S,2,1223.21,,
3.7,1,712.11,0,6,0,1,14.77,1,0,1,21.05,1,1138.41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,1,9.5,90,62,682,0,1,0,B1,U,3,1088.25,0,0
20.5,1,76.57,0,9,1,0,0,0,4,0,0,0,0,0,0,0,0,0,0,1,29127.21,0,0,1,14993.13,0,0,0,1,30827.44,1,0,25,0,4,98,58,684,1,1,1,B1,R,3,863.75,0,0
3.6,1,210.37,0,7,1,0,0,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,42,0,5,109,44,666,0,1,0,B7,U,3,607.29,0,0
2.2,1,4849.59,0,5,0,0,0,4,6,1,24272.47,0,0,0,0,0,0,1,4.47,0,0,0,0,0,0,0,0,0,1,365.09,0,0,68,1,5.5,118,39,666,0,1,1,B1,U,2,1202.38,1,1982.49
12.7,1,2555.17,0,14,0,0,0,,12,1,2773.69,0,0,,,0,0,0,0,0,0,0,0,1,16377.48,0,0,0,,,,0,39,1,7,103,69,686,0,1,0,B15,R,4,3850.27,,
3.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,11200,0,0,0,0,0,0,1,14962.7,0,0,0,1,0,0,1,,,,,,608,0,1,0,B2,R,0,0,0,0
17.6,1,2963.84,0,5,1,0,0,,0,0,0,1,330.95,,,0,0,0,0,1,0,0,0,0,0,0,0,0,,,,0,65,0,6,136,40,633,0,1,0,B15,R,3,2458.9,,
5.3,1,2754.49,0,14,1,0,0,2,1,1,1544.28,1,91.64,0,0,1,6400,0,0,1,8568.44,0,0,1,16674.72,1,0,0,1,10742.96,1,0,5,0,5.5,120,,,0,1,0,B10,S,1,1825.76,0,0
8.3,1,435.28,0,6,0,0,0,2,4,1,20.19,1,2200.74,3,202.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,5,98,37,662,0,1,0,B4,S,5,2625.41,0,0
5.8,1,10646.67,0,2,1,0,0,0,0,1,6719.22,0,0,0,0,1,52000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,5,1,10,98,55,740,0,1,1,B16,R,2,887.46,0,0
,1,239.09,1,1,0,1,31.96,6,1,0,0,1,1534.05,5,95.59,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,4.5,81,34,643,0,1,0,B5,S,2,1035.58,0,0
0.5,1,6410.64,0,15,0,0,0,0,4,1,2415.65,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,684,0,1,1,B3,U,5,1539.1,0,0
2.7,1,37470.81,0,17,1,0,0,2,2,0,0,1,1143.15,10,633.92,0,0,1,3935.2,0,0,0,0,1,41265.95,0,0,0,1,0,1,0,19,1,12.5,174,40,659,0,1,1,B2,S,4,18739.98,1,0
4.2,1,623.31,0,8,0,0,0,,3,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,18,1,6,87,65,698,0,1,0,B19,U,2,3140.66,,
,1,3737.75,0,13,0,0,0,0,0,1,4054.27,1,3185.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,284.01,0,0,34,1,9,97,51,680,0,1,1,B9,U,1,2747.75,0,0
7.7,0,0,0,0,0,0,0,0,0,1,2874.8,1,4427.27,0,0,0,0,0,0,0,0,0,0,0,0,0,1,127287.97,1,113356.99,1,0,40,1,3,118,30,667,0,1,1,B4,S,0,0,0,0
4.1,1,212.21,0,8,1,0,0,0,5,0,0,1,134.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,53,1,7.5,120,52,681,0,1,0,B11,U,3,1114.57,0,0
7.5,1,1754.67,0,7,0,1,42.54,,6,0,0,1,2447.56,,,0,0,0,0,0,0,1,10243.08,0,0,0,1,129891.16,,,,0,115,1,10.5,148,65,640,0,1,0,B14,U,5,5064.22,,
0.5,1,12.94,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,12,0,4.5,92,,,0,0,0,B19,U,0,0,,
4.8,1,2183.14,0,0,1,0,0,0,1,1,618.74,1,345.58,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2093.02,0,0,,,,,,651,0,1,0,B3,U,2,803.65,0,0
4.4,1,2692.93,0,10,1,0,0,0,4,0,0,1,1626.57,9,796.06,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,5.5,99,30,653,0,1,0,B1,S,8,5501.47,0,0
3.3,1,3022.37,0,10,1,0,0,0,0,0,0,1,2677.22,6,290.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,713,0,1,0,B4,S,6,3926.15,0,0
4.8,1,2506.64,0,4,1,0,0,3,2,0,0,1,80.03,0,0,1,8100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,5,126,61,670,0,1,1,B5,U,2,1518.41,0,0
2.3,1,201.43,0,0,0,1,4.5,0,1,0,0,1,915.31,5,216.85,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,1,8,88,58,655,0,1,0,B1,S,2,700.91,0,0
0.4,1,2986.61,0,6,1,0,0,0,1,1,5602.83,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,0,7,124,27,655,0,1,0,B3,U,3,6330.9,0,0
12.3,1,5823.39,0,5,0,0,0,0,9,0,0,1,670.91,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,655,0,1,1,B2,S,2,15722.26,0,0
4.1,1,486.89,0,5,0,0,0,5,0,1,31.69,1,2143.51,7,177.79,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58,1,8.5,116,32,664,0,1,0,B17,R,4,1629.85,0,0
3.9,1,2002.95,0,2,0,0,0,0,0,1,3408.53,1,0,0,0,1,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,678,1,1,1,B5,R,5,3884.37,0,0
4,0,0,0,0,0,0,0,,0,1,2319.16,1,4632.33,,,0,0,0,0,1,29386.15,0,0,0,0,0,0,0,,,,0,60,0,3,132,34,604,0,1,0,B15,R,0,0,,
4.1,1,1924.82,0,17,1,0,0,0,5,1,45.61,1,1194.82,8,650.84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,665,0,1,1,B4,U,5,4612.42,0,0
2.9,1,1378.14,0,3,0,1,5.02,0,0,1,34.38,1,1892.79,2,76.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,0,8,117,49,695,0,1,1,B4,R,5,825.73,0,0
4.5,1,1952.36,0,5,1,0,0,6,3,1,2610.97,1,2473.96,6,325.79,0,0,0,0,1,4574.55,1,9986.24,0,0,0,1,278467.58,1,275182.14,1,0,,1,,,,603,0,1,0,B16,R,7,6640.06,0,0
27.6,1,285.14,0,9,1,0,0,,0,0,0,0,0,,,1,32000,0,0,0,0,0,0,0,0,0,0,0,,,,0,68,1,11.5,126,,,0,1,0,B14,U,2,700.95,,
8.4,1,136.13,0,5,1,1,62.73,8,9,1,0.61,0,0,0,0,1,7400,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,7,82,64,616,0,1,0,B2,U,3,1720.66,0,0
5.5,1,643.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,595.07,0,0,,,,,,685,0,1,0,B2,U,1,1.54,0,0
3,1,16.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,149.81,0,0,56,0,6,108,,,0,1,0,B2,S,0,0,0,0
1.1,1,1878.11,0,4,0,0,0,0,0,0,0,1,2124.42,4,337.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,14.5,106,87,725,0,1,0,B1,U,1,1641.03,0,0
1.3,0,0,0,0,0,0,0,0,0,1,1857.94,1,2866.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1642.33,2,0,77,1,9.5,138,48,622,0,1,1,B7,S,0,0,0,0
10.1,1,637.97,0,4,0,0,0,0,0,1,68.77,1,2022.98,8,324.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,53,1,11,98,53,641,0,1,0,B5,S,3,1704.87,0,0
4.6,1,3447.63,0,4,1,0,0,0,2,0,0,0,0,0,0,1,2700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,2,105,52,639,0,1,0,B4,S,1,846.67,0,0
8.2,1,2180,0,15,0,1,21.2,0,1,1,4514.46,1,6939.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,351.52,0,0,35,1,11.5,102,40,753,1,1,0,B4,S,6,6261.82,0,0
0.5,1,2705.99,0,1,0,0,0,0,3,1,279.37,1,2248.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32.04,0,0,67,1,13.5,116,35,652,0,1,1,B5,U,3,2633.65,0,0
8.2,1,99.57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54,1,5,122,45,706,0,1,0,B11,U,1,228.78,0,0
3.8,1,1728.82,0,8,0,0,0,0,0,0,0,1,5860.26,2,99.91,1,19900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,0,2.5,98,54,655,0,1,1,B4,U,5,4600.26,0,0
3.8,1,427.89,0,4,0,0,0,0,0,1,801.93,1,3041.86,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1128.47,0,1,91,1,11,132,56,667,0,1,0,B4,U,4,2319.84,0,0
4.2,1,4961.52,0,5,1,1,146.03,0,8,1,48866.07,1,2725.83,23,1140.33,0,0,1,610.13,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,7.5,122,69,646,0,1,1,B5,U,4,4193.97,0,0
4.3,1,951.68,0,19,0,0,0,0,4,1,13201.28,1,198.28,0,0,0,0,0,0,0,0,0,0,1,13972.69,1,0,0,1,0,0,0,,,,,,648,0,1,1,B16,R,3,5823.89,0,0
4.3,1,42124.24,0,3,0,0,0,0,3,1,180553.97,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,66.01,0,0,56,0,3,206,40,643,0,1,1,B5,S,2,1170.14,0,0
6.3,1,3876.69,0,3,0,0,0,0,0,0,0,1,2954.26,4,199.42,0,0,0,0,0,0,0,0,0,0,0,0,0,1,179.3,0,0,40,1,9.5,105,48,682,0,1,0,B4,U,2,2626.75,0,0
,1,3560.07,0,6,1,0,0,0,1,0,0,0,0,0,0,1,8900,0,0,0,0,0,0,1,17447.56,0,0,0,1,159.42,1,0,40,0,6,124,21,668,0,1,0,B5,U,2,945.21,0,0
4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,52,0,4,122,43,636,0,1,0,B1,U,0,0,0,0
1.8,1,1526.34,0,10,1,1,6.45,,5,0,0,1,250.71,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,53,0,5.5,133,46,684,0,1,1,B18,S,3,2661.37,,
5.9,1,1399.7,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,1,9,98,45,631,0,1,0,B3,S,2,2324.1,0,0
10.8,1,2155.27,0,6,0,0,0,0,1,1,1057.28,1,6583.04,3,190.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,619,0,1,0,B1,U,4,7972.33,0,0
5.7,1,2180.03,0,8,0,0,0,0,4,1,2847.74,1,2082.38,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,31,1,9,111,33,656,0,1,1,B10,S,3,3263.12,0,0
0.8,1,10987.44,0,2,0,0,0,0,5,1,764.08,0,0,0,0,0,0,0,0,1,11787.05,0,0,0,0,0,1,27394.61,1,38233.16,0,1,40,1,4,135,36,653,0,1,0,B2,S,1,37059.46,0,0
12.2,1,1192.25,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,3.5,103,64,716,0,1,0,B11,S,1,757.14,0,0
2.3,1,1046.38,0,0,0,0,0,0,3,1,3614.98,1,11720.12,0,0,0,0,0,0,0,0,0,0,1,15120.95,1,0,0,0,0,0,0,54,1,6.5,110,39,613,0,1,1,B1,S,1,2611.36,0,0
3.9,0,0,0,0,0,0,0,,0,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,20,1,8.5,97,40,638,0,0,0,B15,U,0,0,,
18.8,1,5.52,0,0,0,0,0,0,5,0,0,1,66.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16,0,6.5,100,37,633,0,1,0,B2,R,1,80.33,0,0
8.3,1,1744.81,0,0,0,0,0,0,0,1,40309.65,0,0,0,0,0,0,0,0,0,0,0,0,1,10438.32,0,0,0,1,50.49,1,0,10,0,5,91,48,642,0,0,0,B10,R,0,0,0,0
4.9,1,496.95,0,2,0,0,0,,5,1,43.38,1,47.37,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,1,16,1,10.5,88,87,693,0,1,0,B19,U,3,968.32,,
11.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,92,1,9,127,25,641,0,1,0,B16,R,0,0,0,0
4.5,1,708.23,0,4,1,0,0,0,0,1,5843.72,1,498.56,2,137.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,0,4.5,106,54,732,0,1,1,B3,U,3,2397.65,0,0
3.4,1,351.42,0,2,1,0,0,0,2,0,0,1,1356.17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,350.35,0,0,4,1,11.5,88,45,684,0,1,0,B3,U,3,1170.16,0,0
3.6,1,2317.06,0,15,1,0,0,0,2,1,1087.66,1,516.77,5,194.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,5,103,63,743,0,1,0,B3,R,4,3790.95,0,0
2.7,1,390.92,0,0,0,0,0,0,0,0,0,1,1323.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,1,9.5,127,46,672,0,1,0,B3,S,3,951.21,0,0
4.7,1,757.6,0,2,0,0,0,0,2,1,359.24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,0,4,108,27,629,0,1,1,B5,S,2,1009.35,0,0
3.8,1,56.66,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2296.24,0,0,16,1,11.5,95,59,685,0,1,0,B1,R,2,608.23,0,0
2.4,1,1425.36,0,3,0,0,0,0,0,1,14148.03,1,3250.25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1978.36,0,0,38,0,7.5,110,66,738,0,1,1,B2,S,1,2661.4,0,0
0.6,1,54.8,0,0,0,1,29.4,0,1,0,0,1,143.85,3,82.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23,1,5.5,89,52,647,0,1,0,B12,U,2,307.57,0,0
20.7,1,1496.07,0,2,1,0,0,0,0,1,3841.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,58550.33,1,55587.32,3,0,,1,,,,696,0,1,0,B6,S,1,510.99,0,0
0.3,1,255.54,0,9,0,1,6.39,2,3,0,0,1,2933.5,1,12.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,1,7.5,112,54,676,0,1,0,B6,U,4,2163.92,0,0
3.5,1,162.4,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,37,1,10.5,101,52,694,0,1,0,B8,U,1,575.09,0,0
1.1,1,567.34,0,6,1,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,93,0,3,134,31,638,0,1,1,B1,S,1,740.32,0,0
1.4,1,1205.7,0,0,0,0,0,0,1,1,439.44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,697,0,1,0,B6,U,2,1561.08,0,0
2.7,1,406.1,0,12,0,1,17.41,0,1,0,0,1,2191.49,2,84.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,604,0,1,0,B2,S,6,2508.46,0,0
12.8,1,1720.35,0,4,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,16028.65,0,0,0,0,0,0,0,44,1,11.5,114,65,679,0,1,0,B8,R,2,2347.16,0,0
0.8,1,99.22,0,0,0,0,0,0,1,1,873.32,1,296.98,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,78,1,10,126,40,683,0,1,0,B6,U,2,241.1,0,0
2.5,1,1431.07,0,2,0,0,0,0,5,0,0,1,118.01,0,0,1,7900,0,0,0,0,0,0,0,0,0,0,0,1,4828.39,0,0,11,1,9,95,56,707,0,1,0,B9,S,3,833.63,0,0
1.9,1,234.95,0,2,0,0,0,1,1,0,0,1,1081.57,9,264.62,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,688,0,1,0,B2,U,2,987.28,0,0
5.1,1,1472.45,0,12,0,1,28.18,0,1,1,0,1,675.15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,430.45,0,0,53,0,8.5,108,38,629,0,1,0,B4,U,2,2368.28,0,0
3.4,1,150.22,0,4,0,0,0,2,1,1,6.7,1,1231.09,1,36.84,0,0,1,704.62,0,0,0,0,0,0,0,0,0,1,742.76,1,1,,,,,,645,0,1,0,B3,S,2,1005.84,0,0
22.8,1,6421.87,0,18,1,0,0,,4,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,15,0,7,108,40,647,0,1,1,B18,U,3,3346.5,,
3.8,1,7793.66,0,33,0,0,0,0,20,0,0,0,0,0,0,0,0,0,0,1,53465.39,0,0,0,0,0,0,0,1,55776.63,1,0,35,0,2,138,55,653,0,1,0,B4,U,8,35918.69,0,0
12.8,1,30836.07,0,2,0,0,0,0,1,1,1821.9,0,0,0,0,1,7600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,0,4,131,31,705,0,1,1,B5,S,3,6865.08,0,0
1.1,1,0.87,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7800,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,1,6,116,21,624,0,0,0,B5,U,0,0,0,0
5.7,1,787.98,0,8,0,0,0,0,1,0,0,1,0,10,281.91,0,0,0,0,0,0,0,0,0,0,0,0,0,1,462.72,0,0,15,0,8.5,108,65,642,0,1,0,B4,R,3,1900.47,0,0
3.7,1,260.56,0,2,0,1,57.77,0,0,0,0,1,1054.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,687,1,1,0,B2,S,3,924.12,0,0
2,1,1023.8,0,7,0,0,0,0,2,0,0,0,0,0,0,1,5300,0,0,0,0,0,0,1,15835.04,0,0,0,1,2784.33,1,1,53,0,3.5,118,48,689,0,1,1,B7,R,2,1008.47,0,0
3.9,1,685.21,0,4,0,0,0,0,0,0,0,1,987.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,886.38,0,0,35,0,3.5,103,55,697,0,1,0,B8,U,2,572.95,0,0
14.1,1,673.98,0,4,1,0,0,0,0,1,650.61,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,916.93,0,0,54,1,7.5,103,47,658,0,1,1,B4,R,1,891.89,0,0
4.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,15677.51,1,40090.26,1,10042.66,1,15072.4,1,0,0,1,84520.6,0,1,40,1,9.5,109,51,648,0,1,1,B5,U,0,0,0,0
4.5,1,1730.79,0,1,0,0,0,0,1,1,2931.31,0,0,0,0,1,9200,1,3566.96,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,6,98,40,727,0,1,0,B16,R,2,1087.66,0,0
10.8,1,236.02,0,2,0,1,7.49,0,2,1,4.57,1,748.94,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1463.14,0,0,19,0,8.5,95,51,733,1,1,0,B5,S,4,969.28,0,0
14.5,1,1735.14,0,12,1,0,0,1,3,1,20982.95,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45,1,7,109,29,639,0,1,1,B5,S,3,2687.4,0,0
5.7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,,,,,641,0,1,1,B2,U,0,0,0,0
2.3,1,117.58,0,2,0,0,0,0,0,0,0,1,941.13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,5,96,22,683,0,1,0,B4,U,2,461.04,0,0
1,1,-17.22,0,0,0,0,0,,0,1,27.09,1,11.57,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,75,0,3.5,125,43,654,0,1,0,B15,S,2,161.49,,
3,1,103.55,0,14,0,0,0,,1,0,0,1,8799.91,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,29,1,12,99,75,735,0,1,0,B14,S,4,10119.81,,
0.5,1,19320.8,0,2,0,0,0,,0,1,7756.22,1,10732.19,,,0,0,0,0,0,0,0,0,1,27498.87,0,0,0,,,,0,16,0,6.5,133,30,632,0,1,1,B19,U,2,2331.85,,
4.2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,201.44,1,0,21,1,8.5,85,52,664,0,1,0,B4,U,0,0,1,164899.82
1.3,0,0,0,0,0,0,0,0,0,1,11982.13,1,186.11,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32260.69,1,34663.51,0,0,15,1,7,99,50,734,0,1,1,B1,U,0,0,0,0
0.8,1,169.4,0,7,0,1,4.61,1,4,1,25.17,0,0,0,0,0,0,0,0,1,37550.12,0,0,0,0,0,0,0,1,55642.34,0,0,55,0,7,117,34,580,0,1,0,B4,S,2,2237.74,0,0
0.3,1,11.02,0,0,0,0,0,,1,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,61,1,9,125,69,641,0,1,0,B15,U,1,2.38,,
4,1,689.25,0,2,0,0,0,0,0,0,0,1,683.5,1,44.77,0,0,1,5095.57,0,0,0,0,0,0,0,0,0,0,0,0,0,39,1,6,96,63,664,0,1,0,B2,R,1,500.04,0,0
1.4,1,206.68,0,0,0,0,0,0,0,0,0,1,1128.76,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,7.5,101,33,640,0,1,0,B12,U,2,835.53,0,0
5.8,1,226.06,0,2,0,0,0,0,0,0,0,1,539.53,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98,1,5,114,51,680,0,1,0,B12,S,1,489.93,0,0
12.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34,0,4.5,114,32,627,0,1,1,B5,U,0,0,0,0
19.5,1,1978.12,0,4,1,0,0,0,0,0,0,1,393.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,51,1,10,113,,,0,1,0,B5,S,1,1887.61,0,0
2.8,1,1351.59,0,1,0,0,0,0,2,1,4802.14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,639,0,1,0,B12,S,1,3063.34,0,0
0.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6800,1,32813.96,0,0,0,0,1,15276.09,1,0,0,0,0,0,0,83,1,8.5,126,63,698,0,1,0,B4,U,0,0,0,0
14.5,1,60.08,0,9,1,1,12.17,2,2,1,362.84,1,73.63,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,712,0,1,0,B1,R,2,485.7,0,0
4.8,1,4314.65,0,5,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,113,0,2.5,161,45,653,0,1,0,B3,U,1,702.34,0,0
5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,8000,0,0,0,0,0,0,1,15098.29,2,0,0,1,0,1,0,,,,,,681,0,1,1,B2,R,0,0,0,0
3.4,1,222.21,0,6,0,0,0,1,0,1,8613.23,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,700.12,0,0,9,0,7,94,40,648,0,1,1,B13,S,3,1117.12,0,0
2.3,1,460.59,0,4,0,0,0,0,1,1,750.2,1,5.93,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,699,0,1,0,B4,R,3,1043.85,0,0
11.9,1,3297.97,0,11,0,0,0,,6,1,1022.5,1,7335.91,,,0,0,0,0,1,8432.84,1,10328.18,0,0,0,0,0,,,,0,10,1,8,88,66,640,1,1,0,B15,S,6,14242.45,,
3.2,1,1005.84,0,3,0,0,0,0,6,1,405.37,1,219.19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17,1,9.5,97,61,687,0,1,0,B4,U,3,1183.92,0,0
,1,25906.83,0,13,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,1,12337.49,0,0,0,0,0,1,546.79,0,0,30,0,5,147,59,629,0,1,1,B5,U,3,13174.95,0,0
4.3,1,875.91,0,2,0,0,0,0,0,0,0,1,2655.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,,,,,,694,0,1,1,B2,R,3,2007.54,0,0
1.8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,14751.15,1,0,0,0,0,0,0,37,1,10.5,104,65,689,0,1,1,B4,U,0,0,0,0
2.6,1,912.62,0,8,0,1,16,,5,0,0,1,1116.32,,,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,0,41,0,4,111,34,629,1,1,0,B14,S,5,2409.42,,
0.5,1,750.9,0,2,0,0,0,0,0,1,556.84,1,1381.29,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48,1,12.5,105,72,651,0,1,1,B3,S,2,734.5,0,0
0.3,1,145.89,0,1,0,0,0,4,4,0,0,1,570.86,34,906.96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,,,,,737,0,1,0,B6,U,3,1198.53,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,68,0,3,138,33,608,0,0,1,B5,S,0,0,0,0
,1,5021.46,0,11,0,1,31.82,0,2,0,0,1,2119.16,4,201.49,0,0,0,0,0,0,0,0,0,0,0,1,47734.16,1,43225.88,0,0,65,1,6,128,47,713,0,1,1,B5,S,3,5123.13,0,0
